0.46,1,-5.9708
0.07,0.2,3.3316
0.65,0.52,-3.4428
0.21,0.52,-0.0011123
0.22,1,-1.2019
0.66,0.11,-2.3693
0.9,0.27,2.7948
0.57,0.09,-3.7798
0.63,0.55,-3.8175
0.91,0.99,1.445
0.46,0.28,-4.4708
0.29,0.61,-2.2127
0.72,0.71,-2.2106
0.4,0.99,-5.1394
0.29,0.88,-2.7172
0.87,0.4,2.0385
0.45,0.85,-5.558
0.89,0.64,1.8656
0.99,0.73,2.5348
0.05,0.28,3.1122
0.36,0.87,-4.3504
0.93,0.45,2.7142
0.64,0.01,-2.4919
0.74,0.51,-1.4026
0.1,0.57,2.0315
0.75,1,-2.0189
0.23,0.08,0.37509
0.92,0.59,2.3632
0.97,0.8,2.3761
0.78,0.91,-1.164
0.77,0.97,-1.3679
0.84,0.77,0.63105
0.95,0.15,3.5491
0.89,0.27,2.4794
0.49,0.92,-5.825
0.72,0.14,-1.0446
0.49,0.71,-5.3952
0.68,0.2,-2.192
0.34,0.22,-2.5596
0.93,0.58,2.424
0.3,0.93,-3.0226
0.77,0.52,-0.5763
0.73,0.57,-1.7447
0.72,0.93,-2.6906
0.92,0.6,2.3683
0.37,0.39,-3.3843
0.74,0.3,-0.76184
0.45,0.11,-4.0007
0.28,0.74,-2.3315
0.51,0.9,-5.8444
0.22,0.81,-0.95472
0.03,0.67,2.4565
0.53,0.86,-5.6711
0.19,0.41,0.63144
0.9,0.62,1.948
0.63,0.2,-3.1188
0.08,0.15,3.3258
0.04,0.4,3.0699
0.77,0.9,-1.3215
0.53,0.43,-4.6749
0.22,0.86,-0.88937
0.98,0.7,2.434
0.13,0.98,0.72307
0.33,0.14,-2.231
0.22,0.22,0.3222
0.71,0.54,-2.077
0.87,0.78,1.2358
0.7,0.63,-2.4243
0.78,0.11,0.60778
0.34,0.47,-3.1464
0.48,0.9,-5.7489
0.31,0.14,-1.7892
0.15,0,2.4016
0.04,0.16,3.5524
0.97,0.25,3.3578
0.93,0.91,1.8672
0.54,0.9,-5.6764
0.42,0.02,-3.642
0.72,0.79,-2.2784
0.69,0.49,-2.4641
0.32,0.46,-2.5255
0.83,0.96,0.014113
0.56,0.77,-5.2166
0.86,0.19,2.1408
0.89,0.56,1.9883
0.71,0.27,-1.5426
0,0.14,3.6602
0.62,0.75,-4.4646
0.04,0.33,3.1827
0.97,0.34,3.3188
0.08,0.78,1.9459
0.75,0.12,-0.32341
0.2,0.9,-0.47051
0.38,0.52,-3.9313
0.22,0.65,-0.56586
0.72,0.15,-1.0333
0.15,0.14,2.0805
0.91,0.49,2.4331
0.34,0.29,-2.6879
0.74,0.8,-1.8926
0.37,0.99,-4.7895
0.46,0.13,-4.1793
0.56,0.89,-5.4889
0.85,0.55,1.2414
0.71,0.76,-2.5568
0.12,0.42,1.9965
0.43,0.05,-3.7425
0.06,0.77,2.2679
0.39,0.65,-4.3615
0.31,0.17,-1.8121
0.72,0.87,-2.6117
0.81,0.01,1.418
0.22,0.17,0.48917
0.09,0.83,1.8239
0.03,0.18,3.5996
0.8,0.54,0.21286
0.21,0.6,-0.30747
0.94,0.52,2.7066
0.89,0.84,1.3035
0.28,0.29,-1.308
0.27,0.05,-0.61568
0.23,0.82,-1.0515
0.89,0.7,1.5839
0.01,0.26,3.4679
0.17,0.88,0.17233
0.18,0.35,0.97606
0.67,0.88,-3.6948
0.63,0.7,-4.1573
0.01,0.95,2.1205
0.98,0.82,2.3484
0.71,0.68,-2.4311
0.57,0.23,-4.0706
0.37,0.56,-3.9094
0.55,0.67,-5.1301
0.22,0.63,-0.49517
0.9,0.42,2.3393
0.11,0.14,2.7591
0.68,0.52,-2.674
0.55,0.06,-3.9114
0.51,0.84,-5.6463
0.99,0.55,2.8737
0.39,0.06,-3.1038
0.4,0.08,-3.4335
0.93,0.44,2.7478
0.57,0.16,-3.8599
0.69,0.45,-2.3035
0.97,0.63,2.7064
0.54,0.72,-5.3399
0.9,0.79,1.6352
0.77,0.31,-0.12625
0.98,0.83,2.2976
0.58,0.99,-5.5753
0.11,0.15,2.7761
0.34,0.34,-2.7478
0.87,0.98,0.90481
0.18,0.79,0.12505
0.06,0.23,3.2136
0.33,0.31,-2.5809
0.78,0.39,-0.044625
0.19,0.99,-0.59238
0.04,0.3,3.2768
0.17,0.04,1.8531
0.42,0.38,-4.3932
0.92,0.51,2.4779
0.89,0.25,2.6076
0.79,0.94,-1.025
0.02,0.76,2.4547
0.65,0.82,-4.0864
0,0.87,2.1952
0.65,0.74,-3.7706
0.37,0.01,-2.6134
0.72,0.5,-1.8114
0.87,0.09,2.6024
0.79,0.24,0.54588
0.67,0.19,-2.3153
0.64,0.12,-2.8389
0.8,0.67,-0.095568
0.65,0.68,-3.7187
0.55,0.79,-5.4526
0.01,0.14,3.7338
0.25,0.73,-1.4474
0.2,0.8,-0.36354
0.9,0.17,3.0382
0.61,0.51,-4.0911
0.35,0.82,-3.9732
0.31,0.53,-2.439
0.41,0.6,-4.5374
0.06,0.72,2.3273
0.81,0.23,1.0312
0.85,0.52,1.1489
0.81,0.77,-0.094641
0.2,0.79,-0.30191
0.06,0.1,3.5139
0.45,0.84,-5.4495
0.18,0.72,0.30226
0.04,0.31,3.2566
0.33,0.78,-3.5263
1,0.01,3.9827
0,0.03,3.8891
0.92,0.62,2.2323
0.73,0.84,-2.1146
0.92,0.16,3.2251
0.56,0.24,-4.3068
0.06,0.22,3.1741
0.75,0.03,-0.0047984
0.95,0.63,2.5786
0.44,0.36,-4.3461
0.92,0.21,3.0826
0.66,0.35,-2.8988
0.95,0.46,2.9176
0.85,0.93,0.43295
0.53,0.13,-4.3135
0.57,0.65,-4.8488
0.83,0.54,0.9031
0.69,0.26,-2.053
0.71,0.98,-2.939
0.66,0.1,-2.2936
0.57,0.84,-5.29
0.09,0.07,3.2984
0.67,0.16,-2.2612
0.01,0.52,2.8479
0.14,0.96,0.53162
0.32,0.18,-1.9459
0.6,0.77,-4.7674
0.38,0.87,-4.576
0.42,0.74,-5.0414
0.28,0.82,-2.3799
0.46,0.92,-5.7247
0.34,0.39,-2.9467
0.02,0.95,2.0048
0.05,1,1.8118
0.04,0.72,2.3331
1,0.57,2.8307
0.38,0.57,-4.0456
0.5,0.96,-5.9309
0.31,0.99,-3.4913
0.58,0.55,-4.589
0.57,0.94,-5.4505
0.83,0.44,1.0398
0.78,0.84,-0.91743
0.93,0.72,2.2201
0.67,0.07,-2.0305
0.47,0.19,-4.3795
0.81,0.08,1.389
0.22,0.29,0.20244
0.66,0.67,-3.4637
0.59,0.62,-4.7198
0.34,0.25,-2.652
0.61,0.33,-3.6839
0.15,0.54,1.2825
0.14,0.64,1.3474
0.53,0.96,-5.9033
0.32,0.43,-2.5013
0.7,0.32,-1.8622
0.7,0.91,-3.0752
0.13,0.82,1.0382
0.21,0.56,-0.1262
0.4,0.77,-4.7436
0.37,0.61,-3.9476
0.18,0.04,1.5923
0.27,0.54,-1.643
0.27,0.53,-1.6617
0.57,0.37,-4.3214
0.1,0.47,2.2093
0.35,0.41,-3.2305
0.44,0.09,-3.9122
0.13,1,0.78756
0.95,0.05,3.8117
0.91,0.51,2.4486
0.27,0.44,-1.3759
0.66,0.05,-2.3211
0.96,0.83,2.2285
0.21,0.78,-0.6377
0.5,0.33,-4.6154
0.36,0.48,-3.4089
0.81,0.5,0.39239
0.09,0.51,2.3905
0.83,0.04,1.7966
0.65,0.75,-3.8237
0.61,0.29,-3.6333
0.49,0.15,-4.2438
0.93,0.29,3.0028
0.27,0.99,-2.5335
0.15,0.15,2.0356
0.07,0.15,3.2522
0.52,0.38,-4.7369
0.13,0.8,1.1752
0.02,0.04,3.8899
0.95,0.08,3.6522
0.53,0.77,-5.4238
0.5,0.67,-5.3647
0.47,0.58,-5.1365
0.69,0.09,-1.6331
0.86,0.33,1.8069
0.73,0.44,-1.3928
0.54,0.1,-4.0105
0.02,0.36,3.2228
0.25,1,-1.9771
0.52,0,-3.8848
0.97,0.24,3.3823
0.53,0.2,-4.2992
0.69,1,-3.5049
0.77,0.48,-0.44034
0.86,0.85,0.84252
0.61,0.39,-3.8472
0.09,0.73,1.9462
0.9,0.02,3.1664
0.94,0.12,3.4601
0.7,0.46,-2.1728
0.6,0.11,-3.4162
0.96,0.08,3.5715
0.52,0.82,-5.5782
0.64,0.44,-3.3956
0.82,0.57,0.53563
0.38,0.35,-3.5715
0.27,0.14,-0.72401
0.22,0.69,-0.53409
0.61,0.1,-3.3069
0.99,0.94,2.1551
0.76,0.15,-0.039986
0.41,0.72,-4.8572
0.37,0.6,-3.8966
0.12,0.46,2.0312
0.06,0.99,1.6798
0.43,0.58,-4.8174
0.33,0.48,-2.8979
0.06,0.82,1.9917
0.14,0.21,2.1279
0.84,0.85,0.43739
0.48,0.6,-5.2704
0.2,0.62,0.043554
0.91,0.1,3.1445
0.95,0.42,2.9791
0.19,0.82,-0.14704
0.33,0.32,-2.5402
0.68,0.26,-2.195
0.15,0.52,1.3443
0.01,0.38,3.2876
0.62,0.26,-3.4288
0.57,0.61,-4.834
0.49,0.17,-4.3443
0.12,0.18,2.4969
0.59,0.13,-3.5837
0.44,0.16,-3.9605
0.94,0.4,2.9824
0.66,0.64,-3.4941
0.23,0.58,-0.70614
0.6,0.05,-3.3975
0.44,0.74,-5.2525
0.57,0.67,-5.0142
0.76,0.03,0.24299
0.72,0.03,-0.87295
0.18,0.98,-0.2726
0.15,0.22,1.9011
0.97,0.44,3.0321
0.94,0.49,2.7301
0.32,0.8,-3.2778
0.49,0.64,-5.2035
0.97,0.42,3.0813
0.82,0.07,1.5512
0.04,0.56,2.6957
0.16,0.23,1.7647
0.85,0.85,0.65835
0.81,0.49,0.51818
0.44,0.47,-4.7039
0.35,0.66,-3.7106
0.74,0.96,-2.1939
0.56,0.72,-5.1917
0.04,0.14,3.6636
0.84,0.28,1.5949
0.63,0.72,-4.1613
0.17,0.66,0.57989
0.13,0.27,2.0943
0.41,0.64,-4.7469
0.63,0.78,-4.2625
0.14,0.32,1.9313
0.65,0.73,-3.7832
0.94,0.66,2.3562
0.46,0.79,-5.4543
0.2,0.58,0.079103
0.49,0.03,-3.9534
0.8,0.73,-0.30465
0.67,0.14,-2.2105
0.8,0.66,-0.07282
0.05,0,3.8119
0.96,0.41,2.9446
0.68,0.71,-3.0483
0.21,0.68,-0.39799
0.04,0.39,3.07
0.71,0.4,-1.8433
0.28,0.97,-2.7047
0.35,0.23,-2.7707
0.9,0.34,2.5459
0.41,0.79,-4.999
0.44,0.97,-5.6874
0.57,0,-3.6389
0.3,0.56,-2.3266
0.58,0.66,-4.7129
0.23,0.31,-0.18399
0.54,0.97,-5.7949
0.45,0.82,-5.5728
0.87,0.01,2.6368
0.53,0.35,-4.6414
0.64,0.37,-3.194
1,0.03,4.0398
0.67,0.87,-3.5398
0.1,0.91,1.4835
0.83,0.62,0.69865
0.52,0.19,-4.3327
0.09,0.99,1.4513
0,0.85,2.2928
0.93,0.16,3.2294
0.67,0.1,-2.0834
0.59,0.28,-3.9716
0.33,0.11,-2.123
0.61,0.3,-3.6665
0.91,0.3,2.7104
0.26,0.69,-1.7013
0.13,0.79,1.2172
0.05,0.09,3.5784
0.63,0.32,-3.3704
0.47,0.68,-5.3141
0.68,0.4,-2.4869
0,0.76,2.4758
0.21,0.91,-0.86478
0.07,0.44,2.7621
0.29,0.12,-1.2904
0.72,0.58,-1.9663
0.5,0.9,-5.7643
0.59,0.2,-3.805
0.45,0.77,-5.3073
0.68,0.59,-2.8169
0.47,0.47,-4.8826
0.41,0.3,-3.9717
0.99,0.72,2.6076
0.34,0.02,-2.2131
0.74,0.37,-0.9627
0.64,0.1,-2.8641
0.11,0.33,2.4274
0.66,0.89,-3.8468
0.77,0.81,-1.1126
0.17,0.65,0.56987
0.74,0.55,-1.3969
0.42,0.8,-5.0982
0.09,0.91,1.4628
0.84,0.98,0.080834
0.26,0.56,-1.4025
0.46,0.96,-5.7434
0.87,0.35,2.0801
0.34,0.75,-3.6014
0.73,0.34,-1.1703
0.3,0.44,-2.1154
0.69,0.37,-2.2391
0.3,0.8,-2.6943
0.61,0.5,-4.0007
0.85,0.54,1.3307
0.11,0.11,2.9423
0.18,0.52,0.58254
0.4,0.39,-4.1356
0.44,0.05,-3.8624
0.29,0.63,-2.2399
0.36,0.78,-4.1384
0.75,0.71,-1.407
0.22,0.11,0.51974
0.62,0.76,-4.4041
0.42,0.78,-5.0574
